DataZone,IntZone,HB,HSCP,CA,SIMD2020V2Rank,SIMD2020V2CountryDecile,SIMD2020V2CountryQuintile,SIMD2020V2HBDecile,SIMD2020V2HBQuintile,SIMD2020V2HSCPDecile,SIMD2020V2HSCPQuintile,SIMD2020V2CADecile,SIMD2020V2CAQuintile,SIMD2020V2Most15pc,SIMD2020V2Least15pc
S01006794,S02001286,S08000020,S37000002,S12000034,4021,6,3,4,2,3,2,3,2,0,0
S01006795,S02001286,S08000020,S37000002,S12000034,5691,9,5,8,4,8,4,8,4,0,0
S01006796,S02001286,S08000020,S37000002,S12000034,5637,9,5,8,4,8,4,8,4,0,0
S01006797,S02001286,S08000020,S37000002,S12000034,5416,8,4,7,4,7,4,7,4,0,0
S01006798,S02001286,S08000020,S37000002,S12000034,4640,7,4,5,3,5,3,5,3,0,0
S01006799,S02001286,S08000020,S37000002,S12000034,4596,7,4,5,3,4,2,4,2,0,0
S01006800,S02001286,S08000020,S37000002,S12000034,5870,9,5,8,4,8,4,8,4,0,0
S01006801,S02001287,S08000020,S37000002,S12000034,5662,9,5,8,4,8,4,8,4,0,0
S01006802,S02001287,S08000020,S37000002,S12000034,4490,7,4,5,3,4,2,4,2,0,0
S01006803,S02001287,S08000020,S37000002,S12000034,4093,6,3,5,3,4,2,4,2,0,0
S01006804,S02001287,S08000020,S37000002,S12000034,6447,10,5,9,5,10,5,10,5,0,1
S01006805,S02001287,S08000020,S37000002,S12000034,4515,7,4,5,3,4,2,4,2,0,0
S01006806,S02001288,S08000020,S37000002,S12000034,4530,7,4,5,3,4,2,4,2,0,0
S01006807,S02001288,S08000020,S37000002,S12000034,3624,6,3,4,2,3,2,3,2,0,0
S01006808,S02001288,S08000020,S37000002,S12000034,5371,8,4,7,4,7,4,7,4,0,0
S01006809,S02001288,S08000020,S37000002,S12000034,3375,5,3,3,2,2,1,2,1,0,0
S01006810,S02001288,S08000020,S37000002,S12000034,3828,6,3,4,2,3,2,3,2,0,0
S01006811,S02001289,S08000020,S37000002,S12000034,4810,7,4,6,3,5,3,5,3,0,0
S01006812,S02001289,S08000020,S37000002,S12000034,4664,7,4,5,3,5,3,5,3,0,0
S01006813,S02001289,S08000020,S37000002,S12000034,4707,7,4,6,3,5,3,5,3,0,0
S01006814,S02001289,S08000020,S37000002,S12000034,5966,9,5,8,4,9,5,9,5,0,0
S01006815,S02001289,S08000020,S37000002,S12000034,3707,6,3,4,2,3,2,3,2,0,0
S01006816,S02001289,S08000020,S37000002,S12000034,5002,8,4,6,3,6,3,6,3,0,0
S01006817,S02001289,S08000020,S37000002,S12000034,4982,8,4,6,3,6,3,6,3,0,0
S01006818,S02001290,S08000020,S37000002,S12000034,5413,8,4,7,4,7,4,7,4,0,0
S01006819,S02001290,S08000020,S37000002,S12000034,5253,8,4,7,4,6,3,6,3,0,0
S01006820,S02001290,S08000020,S37000002,S12000034,5773,9,5,8,4,8,4,8,4,0,0
S01006821,S02001290,S08000020,S37000002,S12000034,5745,9,5,8,4,8,4,8,4,0,0
S01006822,S02001290,S08000020,S37000002,S12000034,5407,8,4,7,4,7,4,7,4,0,0
S01006823,S02001291,S08000020,S37000002,S12000034,5904,9,5,8,4,9,5,9,5,0,0
S01006824,S02001291,S08000020,S37000002,S12000034,2657,4,2,2,1,1,1,1,1,0,0
S01006825,S02001291,S08000020,S37000002,S12000034,5123,8,4,6,3,6,3,6,3,0,0
S01006826,S02001291,S08000020,S37000002,S12000034,5427,8,4,7,4,7,4,7,4,0,0
S01006827,S02001291,S08000020,S37000002,S12000034,4379,7,4,5,3,4,2,4,2,0,0
S01006828,S02001291,S08000020,S37000002,S12000034,4788,7,4,6,3,5,3,5,3,0,0
S01006829,S02001291,S08000020,S37000002,S12000034,6738,10,5,10,5,10,5,10,5,0,1
S01006830,S02001292,S08000020,S37000002,S12000034,4128,6,3,5,3,4,2,4,2,0,0
S01006831,S02001292,S08000020,S37000002,S12000034,6746,10,5,10,5,10,5,10,5,0,1
S01006832,S02001292,S08000020,S37000002,S12000034,6262,9,5,9,5,9,5,9,5,0,1
S01006833,S02001292,S08000020,S37000002,S12000034,6959,10,5,10,5,10,5,10,5,0,1
S01006834,S02001292,S08000020,S37000002,S12000034,6465,10,5,9,5,10,5,10,5,0,1
S01006835,S02001292,S08000020,S37000002,S12000034,3859,6,3,4,2,3,2,3,2,0,0
S01006836,S02001292,S08000020,S37000002,S12000034,5709,9,5,8,4,8,4,8,4,0,0
S01006837,S02001292,S08000020,S37000002,S12000034,5898,9,5,8,4,9,5,9,5,0,0
S01006838,S02001292,S08000020,S37000002,S12000034,6369,10,5,9,5,10,5,10,5,0,1
S01006839,S02001293,S08000020,S37000002,S12000034,5067,8,4,6,3,6,3,6,3,0,0
S01006840,S02001293,S08000020,S37000002,S12000034,6213,9,5,9,5,9,5,9,5,0,1
S01006841,S02001293,S08000020,S37000002,S12000034,5481,8,4,7,4,7,4,7,4,0,0
S01006842,S02001294,S08000020,S37000002,S12000034,6626,10,5,10,5,10,5,10,5,0,1
S01006843,S02001294,S08000020,S37000002,S12000034,6879,10,5,10,5,10,5,10,5,0,1
S01006844,S02001294,S08000020,S37000002,S12000034,6432,10,5,9,5,10,5,10,5,0,1
S01006845,S02001294,S08000020,S37000002,S12000034,6665,10,5,10,5,10,5,10,5,0,1
S01006846,S02001294,S08000020,S37000002,S12000034,5459,8,4,7,4,7,4,7,4,0,0
S01006847,S02001294,S08000020,S37000002,S12000034,5955,9,5,8,4,9,5,9,5,0,0
S01006848,S02001295,S08000020,S37000002,S12000034,5484,8,4,7,4,7,4,7,4,0,0
S01006849,S02001295,S08000020,S37000002,S12000034,6121,9,5,9,5,9,5,9,5,0,1
S01006850,S02001295,S08000020,S37000002,S12000034,3969,6,3,4,2,3,2,3,2,0,0
S01006851,S02001295,S08000020,S37000002,S12000034,4304,7,4,5,3,4,2,4,2,0,0
S01006852,S02001295,S08000020,S37000002,S12000034,5810,9,5,8,4,8,4,8,4,0,0
S01006853,S02001296,S08000020,S37000002,S12000034,5069,8,4,6,3,6,3,6,3,0,0
S01006854,S02001296,S08000020,S37000002,S12000034,4829,7,4,6,3,5,3,5,3,0,0
S01006855,S02001296,S08000020,S37000002,S12000034,5244,8,4,7,4,6,3,6,3,0,0
S01006856,S02001296,S08000020,S37000002,S12000034,5876,9,5,8,4,8,4,8,4,0,0
S01006857,S02001296,S08000020,S37000002,S12000034,5375,8,4,7,4,7,4,7,4,0,0
S01006858,S02001296,S08000020,S37000002,S12000034,5337,8,4,7,4,7,4,7,4,0,0
S01006859,S02001297,S08000020,S37000002,S12000034,6448,10,5,9,5,10,5,10,5,0,1
S01006860,S02001297,S08000020,S37000002,S12000034,4334,7,4,5,3,4,2,4,2,0,0
S01006861,S02001297,S08000020,S37000002,S12000034,6324,10,5,9,5,10,5,10,5,0,1
S01006862,S02001297,S08000020,S37000002,S12000034,5943,9,5,8,4,9,5,9,5,0,0
S01006863,S02001297,S08000020,S37000002,S12000034,5255,8,4,7,4,6,3,6,3,0,0
S01006864,S02001297,S08000020,S37000002,S12000034,5083,8,4,6,3,6,3,6,3,0,0
S01006865,S02001298,S08000020,S37000002,S12000034,6468,10,5,9,5,10,5,10,5,0,1
S01006866,S02001298,S08000020,S37000002,S12000034,6886,10,5,10,5,10,5,10,5,0,1
S01006867,S02001298,S08000020,S37000002,S12000034,6898,10,5,10,5,10,5,10,5,0,1
S01006868,S02001298,S08000020,S37000002,S12000034,4635,7,4,5,3,5,3,5,3,0,0
S01006869,S02001299,S08000020,S37000002,S12000034,5174,8,4,7,4,6,3,6,3,0,0
S01006870,S02001299,S08000020,S37000002,S12000034,6687,10,5,10,5,10,5,10,5,0,1
S01006871,S02001299,S08000020,S37000002,S12000034,6456,10,5,9,5,10,5,10,5,0,1
S01006872,S02001299,S08000020,S37000002,S12000034,5848,9,5,8,4,8,4,8,4,0,0
S01006873,S02001299,S08000020,S37000002,S12000034,5631,9,5,8,4,8,4,8,4,0,0
S01006874,S02001299,S08000020,S37000002,S12000034,5033,8,4,6,3,6,3,6,3,0,0
S01006875,S02001300,S08000020,S37000002,S12000034,4986,8,4,6,3,6,3,6,3,0,0
S01006876,S02001300,S08000020,S37000002,S12000034,5307,8,4,7,4,7,4,7,4,0,0
S01006877,S02001300,S08000020,S37000002,S12000034,4900,7,4,6,3,5,3,5,3,0,0
S01006878,S02001300,S08000020,S37000002,S12000034,3594,6,3,4,2,3,2,3,2,0,0
S01006879,S02001300,S08000020,S37000002,S12000034,4978,8,4,6,3,6,3,6,3,0,0
S01006880,S02001301,S08000020,S37000002,S12000034,6004,9,5,9,5,9,5,9,5,0,1
S01006881,S02001301,S08000020,S37000002,S12000034,5719,9,5,8,4,8,4,8,4,0,0
S01006882,S02001301,S08000020,S37000002,S12000034,4887,7,4,6,3,5,3,5,3,0,0
S01006883,S02001301,S08000020,S37000002,S12000034,6023,9,5,9,5,9,5,9,5,0,1
S01006884,S02001301,S08000020,S37000002,S12000034,5646,9,5,8,4,8,4,8,4,0,0
S01006885,S02001301,S08000020,S37000002,S12000034,5138,8,4,6,3,6,3,6,3,0,0
S01006886,S02001301,S08000020,S37000002,S12000034,4700,7,4,5,3,5,3,5,3,0,0
S01006887,S02001301,S08000020,S37000002,S12000034,5845,9,5,8,4,8,4,8,4,0,0
S01006888,S02001301,S08000020,S37000002,S12000034,5525,8,4,7,4,7,4,7,4,0,0
S01006889,S02001302,S08000020,S37000002,S12000034,2753,4,2,3,2,2,1,2,1,0,0
S01006890,S02001302,S08000020,S37000002,S12000034,6615,10,5,10,5,10,5,10,5,0,1
S01006891,S02001302,S08000020,S37000002,S12000034,5509,8,4,7,4,7,4,7,4,0,0
S01006892,S02001302,S08000020,S37000002,S12000034,3249,5,3,3,2,2,1,2,1,0,0
S01006893,S02001302,S08000020,S37000002,S12000034,4801,7,4,6,3,5,3,5,3,0,0
S01006894,S02001303,S08000020,S37000002,S12000034,4745,7,4,6,3,5,3,5,3,0,0
S01006895,S02001303,S08000020,S37000002,S12000034,2744,4,2,3,2,2,1,2,1,0,0
S01006896,S02001303,S08000020,S37000002,S12000034,4381,7,4,5,3,4,2,4,2,0,0
S01006897,S02001303,S08000020,S37000002,S12000034,5464,8,4,7,4,7,4,7,4,0,0
S01006898,S02001303,S08000020,S37000002,S12000034,4840,7,4,6,3,5,3,5,3,0,0
S01006899,S02001303,S08000020,S37000002,S12000034,6791,10,5,10,5,10,5,10,5,0,1
S01006900,S02001303,S08000020,S37000002,S12000034,6301,10,5,9,5,10,5,10,5,0,1
S01006901,S02001303,S08000020,S37000002,S12000034,3656,6,3,4,2,3,2,3,2,0,0
S01006902,S02001304,S08000020,S37000002,S12000034,2684,4,2,2,1,1,1,1,1,0,0
S01006903,S02001304,S08000020,S37000002,S12000034,2309,4,2,2,1,1,1,1,1,0,0
S01006904,S02001304,S08000020,S37000002,S12000034,4443,7,4,5,3,4,2,4,2,0,0
S01006905,S02001304,S08000020,S37000002,S12000034,4975,8,4,6,3,5,3,5,3,0,0
S01006906,S02001304,S08000020,S37000002,S12000034,2258,4,2,2,1,1,1,1,1,0,0
S01006907,S02001304,S08000020,S37000002,S12000034,4028,6,3,4,2,3,2,3,2,0,0
S01006908,S02001304,S08000020,S37000002,S12000034,4488,7,4,5,3,4,2,4,2,0,0
S01006909,S02001305,S08000020,S37000002,S12000034,6153,9,5,9,5,9,5,9,5,0,1
S01006910,S02001305,S08000020,S37000002,S12000034,6172,9,5,9,5,9,5,9,5,0,1
S01006911,S02001305,S08000020,S37000002,S12000034,6472,10,5,9,5,10,5,10,5,0,1
S01006912,S02001305,S08000020,S37000002,S12000034,5372,8,4,7,4,7,4,7,4,0,0
S01006913,S02001305,S08000020,S37000002,S12000034,5570,8,4,8,4,8,4,8,4,0,0
S01006914,S02001305,S08000020,S37000002,S12000034,5789,9,5,8,4,8,4,8,4,0,0
S01006915,S02001305,S08000020,S37000002,S12000034,5041,8,4,6,3,6,3,6,3,0,0
S01006916,S02001306,S08000020,S37000002,S12000034,5076,8,4,6,3,6,3,6,3,0,0
S01006917,S02001306,S08000020,S37000002,S12000034,6645,10,5,10,5,10,5,10,5,0,1
S01006918,S02001306,S08000020,S37000002,S12000034,5747,9,5,8,4,8,4,8,4,0,0
S01006919,S02001306,S08000020,S37000002,S12000034,5956,9,5,8,4,9,5,9,5,0,0
S01006920,S02001306,S08000020,S37000002,S12000034,4835,7,4,6,3,5,3,5,3,0,0
S01006921,S02001306,S08000020,S37000002,S12000034,6720,10,5,10,5,10,5,10,5,0,1
S01006922,S02001306,S08000020,S37000002,S12000034,5449,8,4,7,4,7,4,7,4,0,0
S01006923,S02001306,S08000020,S37000002,S12000034,5886,9,5,8,4,9,5,9,5,0,0
S01006924,S02001306,S08000020,S37000002,S12000034,4990,8,4,6,3,6,3,6,3,0,0
S01006925,S02001307,S08000020,S37000002,S12000034,5273,8,4,7,4,7,4,7,4,0,0
S01006926,S02001307,S08000020,S37000002,S12000034,6175,9,5,9,5,9,5,9,5,0,1
S01006927,S02001307,S08000020,S37000002,S12000034,5880,9,5,8,4,8,4,8,4,0,0
S01006928,S02001307,S08000020,S37000002,S12000034,4849,7,4,6,3,5,3,5,3,0,0
S01006929,S02001308,S08000020,S37000002,S12000034,6869,10,5,10,5,10,5,10,5,0,1
S01006930,S02001308,S08000020,S37000002,S12000034,6897,10,5,10,5,10,5,10,5,0,1
S01006931,S02001308,S08000020,S37000002,S12000034,5451,8,4,7,4,7,4,7,4,0,0
S01006932,S02001308,S08000020,S37000002,S12000034,5908,9,5,8,4,9,5,9,5,0,0
S01006933,S02001308,S08000020,S37000002,S12000034,6950,10,5,10,5,10,5,10,5,0,1
S01006934,S02001308,S08000020,S37000002,S12000034,5314,8,4,7,4,7,4,7,4,0,0
S01006935,S02001309,S08000020,S37000002,S12000034,6942,10,5,10,5,10,5,10,5,0,1
S01006936,S02001309,S08000020,S37000002,S12000034,6635,10,5,10,5,10,5,10,5,0,1
S01006937,S02001309,S08000020,S37000002,S12000034,6703,10,5,10,5,10,5,10,5,0,1
S01006938,S02001309,S08000020,S37000002,S12000034,5711,9,5,8,4,8,4,8,4,0,0
S01006939,S02001309,S08000020,S37000002,S12000034,6817,10,5,10,5,10,5,10,5,0,1
S01006940,S02001309,S08000020,S37000002,S12000034,6851,10,5,10,5,10,5,10,5,0,1
S01006941,S02001310,S08000020,S37000002,S12000034,5916,9,5,8,4,9,5,9,5,0,0
S01006942,S02001310,S08000020,S37000002,S12000034,6145,9,5,9,5,9,5,9,5,0,1
S01006943,S02001310,S08000020,S37000002,S12000034,6659,10,5,10,5,10,5,10,5,0,1
S01006944,S02001310,S08000020,S37000002,S12000034,5286,8,4,7,4,7,4,7,4,0,0
S01006945,S02001310,S08000020,S37000002,S12000034,6835,10,5,10,5,10,5,10,5,0,1
S01006946,S02001311,S08000020,S37000002,S12000034,5854,9,5,8,4,8,4,8,4,0,0
S01006947,S02001311,S08000020,S37000002,S12000034,5279,8,4,7,4,7,4,7,4,0,0
S01006948,S02001311,S08000020,S37000002,S12000034,4895,7,4,6,3,5,3,5,3,0,0
S01006949,S02001311,S08000020,S37000002,S12000034,5552,8,4,7,4,8,4,8,4,0,0
S01006950,S02001311,S08000020,S37000002,S12000034,3721,6,3,4,2,3,2,3,2,0,0
S01006951,S02001311,S08000020,S37000002,S12000034,5211,8,4,7,4,6,3,6,3,0,0
S01006952,S02001312,S08000020,S37000002,S12000034,4742,7,4,6,3,5,3,5,3,0,0
S01006953,S02001312,S08000020,S37000002,S12000034,5871,9,5,8,4,8,4,8,4,0,0
S01006954,S02001312,S08000020,S37000002,S12000034,5583,8,4,8,4,8,4,8,4,0,0
S01006955,S02001312,S08000020,S37000002,S12000034,3708,6,3,4,2,3,2,3,2,0,0
S01006956,S02001312,S08000020,S37000002,S12000034,5461,8,4,7,4,7,4,7,4,0,0
S01006957,S02001312,S08000020,S37000002,S12000034,5780,9,5,8,4,8,4,8,4,0,0
S01006958,S02001313,S08000020,S37000002,S12000034,5980,9,5,8,4,9,5,9,5,0,1
S01006959,S02001313,S08000020,S37000002,S12000034,3001,5,3,3,2,2,1,2,1,0,0
S01006960,S02001313,S08000020,S37000002,S12000034,5817,9,5,8,4,8,4,8,4,0,0
S01006961,S02001313,S08000020,S37000002,S12000034,6376,10,5,9,5,10,5,10,5,0,1
S01006962,S02001313,S08000020,S37000002,S12000034,6661,10,5,10,5,10,5,10,5,0,1
S01006963,S02001313,S08000020,S37000002,S12000034,5761,9,5,8,4,8,4,8,4,0,0
S01006964,S02001313,S08000020,S37000002,S12000034,5567,8,4,8,4,8,4,8,4,0,0
S01006965,S02001314,S08000020,S37000002,S12000034,6081,9,5,9,5,9,5,9,5,0,1
S01006966,S02001314,S08000020,S37000002,S12000034,3326,5,3,3,2,2,1,2,1,0,0
S01006967,S02001314,S08000020,S37000002,S12000034,6516,10,5,9,5,10,5,10,5,0,1
S01006968,S02001314,S08000020,S37000002,S12000034,4178,6,3,5,3,4,2,4,2,0,0
S01006969,S02001314,S08000020,S37000002,S12000034,4469,7,4,5,3,4,2,4,2,0,0
S01006970,S02001314,S08000020,S37000002,S12000034,6507,10,5,9,5,10,5,10,5,0,1
S01006971,S02001314,S08000020,S37000002,S12000034,4158,6,3,5,3,4,2,4,2,0,0
S01006972,S02001315,S08000020,S37000002,S12000034,5390,8,4,7,4,7,4,7,4,0,0
S01006973,S02001315,S08000020,S37000002,S12000034,5097,8,4,6,3,6,3,6,3,0,0
S01006974,S02001315,S08000020,S37000002,S12000034,5184,8,4,7,4,6,3,6,3,0,0
S01006975,S02001315,S08000020,S37000002,S12000034,5062,8,4,6,3,6,3,6,3,0,0
S01006976,S02001315,S08000020,S37000002,S12000034,5243,8,4,7,4,6,3,6,3,0,0
S01006977,S02001315,S08000020,S37000002,S12000034,4626,7,4,5,3,5,3,5,3,0,0
S01006978,S02001316,S08000020,S37000002,S12000034,4404,7,4,5,3,4,2,4,2,0,0
S01006979,S02001316,S08000020,S37000002,S12000034,4859,7,4,6,3,5,3,5,3,0,0
S01006980,S02001316,S08000020,S37000002,S12000034,5258,8,4,7,4,6,3,6,3,0,0
S01006981,S02001316,S08000020,S37000002,S12000034,4804,7,4,6,3,5,3,5,3,0,0
S01006982,S02001316,S08000020,S37000002,S12000034,5999,9,5,8,4,9,5,9,5,0,1
S01006983,S02001316,S08000020,S37000002,S12000034,4708,7,4,6,3,5,3,5,3,0,0
S01006984,S02001316,S08000020,S37000002,S12000034,5597,8,4,8,4,8,4,8,4,0,0
S01006985,S02001317,S08000020,S37000002,S12000034,6102,9,5,9,5,9,5,9,5,0,1
S01006986,S02001317,S08000020,S37000002,S12000034,6122,9,5,9,5,9,5,9,5,0,1
S01006987,S02001317,S08000020,S37000002,S12000034,5230,8,4,7,4,6,3,6,3,0,0
S01006988,S02001317,S08000020,S37000002,S12000034,5460,8,4,7,4,7,4,7,4,0,0
S01006989,S02001317,S08000020,S37000002,S12000034,5890,9,5,8,4,9,5,9,5,0,0
S01006990,S02001317,S08000020,S37000002,S12000034,6136,9,5,9,5,9,5,9,5,0,1
S01006991,S02001318,S08000020,S37000002,S12000034,2937,5,3,3,2,2,1,2,1,0,0
S01006992,S02001318,S08000020,S37000002,S12000034,4609,7,4,5,3,5,3,5,3,0,0
S01006993,S02001318,S08000020,S37000002,S12000034,3544,5,3,4,2,3,2,3,2,0,0
S01006994,S02001318,S08000020,S37000002,S12000034,3527,5,3,3,2,2,1,2,1,0,0
S01006995,S02001318,S08000020,S37000002,S12000034,5419,8,4,7,4,7,4,7,4,0,0
S01006996,S02001318,S08000020,S37000002,S12000034,5145,8,4,6,3,6,3,6,3,0,0
S01006997,S02001319,S08000020,S37000002,S12000034,5642,9,5,8,4,8,4,8,4,0,0
S01006998,S02001319,S08000020,S37000002,S12000034,5283,8,4,7,4,7,4,7,4,0,0
S01006999,S02001319,S08000020,S37000002,S12000034,4005,6,3,4,2,3,2,3,2,0,0
S01007000,S02001319,S08000020,S37000002,S12000034,5104,8,4,6,3,6,3,6,3,0,0
S01007001,S02001319,S08000020,S37000002,S12000034,4811,7,4,6,3,5,3,5,3,0,0
S01007002,S02001320,S08000020,S37000002,S12000034,3456,5,3,3,2,2,1,2,1,0,0
S01007003,S02001320,S08000020,S37000002,S12000034,5026,8,4,6,3,6,3,6,3,0,0
S01007004,S02001320,S08000020,S37000002,S12000034,4349,7,4,5,3,4,2,4,2,0,0
S01007005,S02001320,S08000020,S37000002,S12000034,5596,8,4,8,4,8,4,8,4,0,0
S01007006,S02001320,S08000020,S37000002,S12000034,3732,6,3,4,2,3,2,3,2,0,0
S01007007,S02001320,S08000020,S37000002,S12000034,3975,6,3,4,2,3,2,3,2,0,0
S01007008,S02001321,S08000020,S37000002,S12000034,3529,5,3,3,2,3,2,3,2,0,0
S01007009,S02001321,S08000020,S37000002,S12000034,4587,7,4,5,3,4,2,4,2,0,0
S01007010,S02001321,S08000020,S37000002,S12000034,6155,9,5,9,5,9,5,9,5,0,1
S01007011,S02001321,S08000020,S37000002,S12000034,2087,3,2,2,1,1,1,1,1,0,0
S01007012,S02001321,S08000020,S37000002,S12000034,1701,3,2,1,1,1,1,1,1,0,0
S01007013,S02001322,S08000020,S37000002,S12000034,5021,8,4,6,3,6,3,6,3,0,0
S01007014,S02001322,S08000020,S37000002,S12000034,5146,8,4,7,4,6,3,6,3,0,0
S01007015,S02001322,S08000020,S37000002,S12000034,4054,6,3,4,2,4,2,4,2,0,0
S01007016,S02001322,S08000020,S37000002,S12000034,4305,7,4,5,3,4,2,4,2,0,0
S01007017,S02001323,S08000020,S37000002,S12000034,3455,5,3,3,2,2,1,2,1,0,0
S01007018,S02001323,S08000020,S37000002,S12000034,5257,8,4,7,4,6,3,6,3,0,0
S01007019,S02001323,S08000020,S37000002,S12000034,3870,6,3,4,2,3,2,3,2,0,0
S01007020,S02001323,S08000020,S37000002,S12000034,3590,6,3,4,2,3,2,3,2,0,0
S01007021,S02001323,S08000020,S37000002,S12000034,4546,7,4,5,3,4,2,4,2,0,0
S01007022,S02001323,S08000020,S37000002,S12000034,4630,7,4,5,3,5,3,5,3,0,0
S01007023,S02001324,S08000020,S37000002,S12000034,3989,6,3,4,2,3,2,3,2,0,0
S01007024,S02001324,S08000020,S37000002,S12000034,3091,5,3,3,2,2,1,2,1,0,0
S01007025,S02001324,S08000020,S37000002,S12000034,2688,4,2,2,1,2,1,2,1,0,0
S01007026,S02001324,S08000020,S37000002,S12000034,4223,6,3,5,3,4,2,4,2,0,0
S01007027,S02001325,S08000020,S37000002,S12000034,3738,6,3,4,2,3,2,3,2,0,0
S01007028,S02001325,S08000020,S37000002,S12000034,4110,6,3,5,3,4,2,4,2,0,0
S01007029,S02001325,S08000020,S37000002,S12000034,3824,6,3,4,2,3,2,3,2,0,0
S01007030,S02001325,S08000020,S37000002,S12000034,2810,4,2,3,2,2,1,2,1,0,0
S01007031,S02001325,S08000020,S37000002,S12000034,2321,4,2,2,1,1,1,1,1,0,0
S01007032,S02001326,S08000020,S37000002,S12000034,2179,4,2,2,1,1,1,1,1,0,0
S01007033,S02001326,S08000020,S37000002,S12000034,3193,5,3,3,2,2,1,2,1,0,0
S01007034,S02001326,S08000020,S37000002,S12000034,3794,6,3,4,2,3,2,3,2,0,0
S01007035,S02001326,S08000020,S37000002,S12000034,1587,3,2,1,1,1,1,1,1,0,0
S01007036,S02001326,S08000020,S37000002,S12000034,3971,6,3,4,2,3,2,3,2,0,0
S01007037,S02001327,S08000020,S37000002,S12000034,3325,5,3,3,2,2,1,2,1,0,0
S01007038,S02001327,S08000020,S37000002,S12000034,2718,4,2,2,1,2,1,2,1,0,0
S01007039,S02001327,S08000020,S37000002,S12000034,3297,5,3,3,2,2,1,2,1,0,0
S01007040,S02001327,S08000020,S37000002,S12000034,2949,5,3,3,2,2,1,2,1,0,0
S01007041,S02001327,S08000020,S37000002,S12000034,2806,4,2,3,2,2,1,2,1,0,0
S01007042,S02001328,S08000020,S37000002,S12000034,3346,5,3,3,2,2,1,2,1,0,0
S01007043,S02001328,S08000020,S37000002,S12000034,3836,6,3,4,2,3,2,3,2,0,0
S01007044,S02001328,S08000020,S37000002,S12000034,3758,6,3,4,2,3,2,3,2,0,0
S01007045,S02001328,S08000020,S37000002,S12000034,3363,5,3,3,2,2,1,2,1,0,0
S01007046,S02001329,S08000020,S37000002,S12000034,2993,5,3,3,2,2,1,2,1,0,0
S01007047,S02001329,S08000020,S37000002,S12000034,4041,6,3,4,2,3,2,3,2,0,0
S01007048,S02001329,S08000020,S37000002,S12000034,3716,6,3,4,2,3,2,3,2,0,0
S01007049,S02001329,S08000020,S37000002,S12000034,2504,4,2,2,1,1,1,1,1,0,0
S01007050,S02001330,S08000020,S37000002,S12000034,3239,5,3,3,2,2,1,2,1,0,0
S01007051,S02001330,S08000020,S37000002,S12000034,5431,8,4,7,4,7,4,7,4,0,0
S01007052,S02001330,S08000020,S37000002,S12000034,4459,7,4,5,3,4,2,4,2,0,0
S01007053,S02001330,S08000020,S37000002,S12000034,4280,7,4,5,3,4,2,4,2,0,0
S01007054,S02001330,S08000020,S37000002,S12000034,3150,5,3,3,2,2,1,2,1,0,0
S01007055,S02001330,S08000020,S37000002,S12000034,5044,8,4,6,3,6,3,6,3,0,0
S01007056,S02001330,S08000020,S37000002,S12000034,3956,6,3,4,2,3,2,3,2,0,0
S01007057,S02001331,S08000020,S37000002,S12000034,5034,8,4,6,3,6,3,6,3,0,0
S01007058,S02001331,S08000020,S37000002,S12000034,2766,4,2,3,2,2,1,2,1,0,0
S01007059,S02001331,S08000020,S37000002,S12000034,4079,6,3,4,2,4,2,4,2,0,0
S01007060,S02001331,S08000020,S37000002,S12000034,2194,4,2,2,1,1,1,1,1,0,0
S01007061,S02001332,S08000020,S37000002,S12000034,5196,8,4,7,4,6,3,6,3,0,0
S01007062,S02001332,S08000020,S37000002,S12000034,3972,6,3,4,2,3,2,3,2,0,0
S01007063,S02001332,S08000020,S37000002,S12000034,4712,7,4,6,3,5,3,5,3,0,0
S01007064,S02001332,S08000020,S37000002,S12000034,4314,7,4,5,3,4,2,4,2,0,0
S01007065,S02001333,S08000020,S37000002,S12000034,4023,6,3,4,2,3,2,3,2,0,0
S01007066,S02001333,S08000020,S37000002,S12000034,3699,6,3,4,2,3,2,3,2,0,0
S01007067,S02001333,S08000020,S37000002,S12000034,5121,8,4,6,3,6,3,6,3,0,0
S01007068,S02001333,S08000020,S37000002,S12000034,2829,4,2,3,2,2,1,2,1,0,0
S01007069,S02001333,S08000020,S37000002,S12000034,4022,6,3,4,2,3,2,3,2,0,0
S01007070,S02001333,S08000020,S37000002,S12000034,2768,4,2,3,2,2,1,2,1,0,0
S01007071,S02001333,S08000020,S37000002,S12000034,4586,7,4,5,3,4,2,4,2,0,0
S01007072,S02001334,S08000020,S37000002,S12000034,5963,9,5,8,4,9,5,9,5,0,0
S01007073,S02001334,S08000020,S37000002,S12000034,5284,8,4,7,4,7,4,7,4,0,0
S01007074,S02001334,S08000020,S37000002,S12000034,3422,5,3,3,2,2,1,2,1,0,0
S01007075,S02001334,S08000020,S37000002,S12000034,2820,4,2,3,2,2,1,2,1,0,0
S01007076,S02001334,S08000020,S37000002,S12000034,3348,5,3,3,2,2,1,2,1,0,0
S01007077,S02001334,S08000020,S37000002,S12000034,4774,7,4,6,3,5,3,5,3,0,0
S01007078,S02001335,S08000020,S37000002,S12000034,2613,4,2,2,1,1,1,1,1,0,0
S01007079,S02001335,S08000020,S37000002,S12000034,2502,4,2,2,1,1,1,1,1,0,0
S01007080,S02001335,S08000020,S37000002,S12000034,2150,4,2,2,1,1,1,1,1,0,0
